est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous
0.0391340663,0.0875064325,107888.6805647818,67870981.06115034,1,1,24.16,False
0.0921626549,0.2060819612,70897.999732151,49144053.44026132,1,1,22.3,False
0.0506471459,0.1132504611,42684.8747118444,34810033.088809,1,1,23.6,False
0.1677084622,0.3750075218,81083.3848529252,51118329.8161774,1,1,21.0,False
0.0260948603,0.0583498816,32392.6864944021,21689308.833839823,1,1,25.04,False
0.3949616937,0.8831611957,94674.874211888,74225428.1981677,1,1,19.14,True
0.022108281,0.0494356193,57356.4842745275,44228822.230722,1,1,25.4,False
0.0253837029,0.0567596853,86694.5901105601,60719321.17522414,1,1,25.1,False
0.0110803882,0.0247765013,63553.1385864269,53819287.5993996,1,1,26.9,False
0.1058168859,0.2366137501,47782.2373002079,36640836.89447201,1,1,22.0,True
0.3949616937,0.8831611957,94674.8742925576,74225428.1981677,1,1,19.14,True
0.0699125232,0.1563291544,48399.9903582894,3887474.140599839,1,1,22.9,False
0.0319561887,0.0714562102,17677.6897904662,23862837.09613354,1,1,24.6,False
0.0555334912,0.1241766613,43568.9253603878,54216937.64703036,1,1,23.4,False
0.02658,0.0594346868,67540.1623680874,61597685.42796402,1,1,25.0,False
0.0121494041,0.0271668934,40328.7541386152,18954280.80891554,1,1,26.7,False
0.0078082728,0.0174598287,46265.0464787375,26781409.67987908,1,1,27.66,False
0.0667659413,0.1492931834,60997.5951103634,65108159.62195344,1,1,23.0,False
0.4451998164,0.9954970531,128299.3370977511,57027713.98495724,1,1,18.88,True
0.0183888672,0.0411187571,69403.6204973446,54687649.7086317,1,1,25.8,False
0.0041357566,0.009247833,11562.3626776088,1846518.762710772,1,1,29.04,False
0.2401900301,0.5370812349,75539.1094947007,28518846.94163088,1,1,20.22,False
0.0183888672,0.0411187571,13883.8767748159,8825711.916807735,1,1,25.8,False
0.3841978911,0.8590926012,3328.3659089156,62500275.02121939,1,1,19.2,False
0.0506471459,0.1132504611,87127.4603421508,73703762.17453757,1,1,23.6,False
0.2887719308,0.6457136672,38681.2154631164,21841481.731976133,1,1,19.82,False
0.1102947845,0.2466266358,30699.3710839702,73849738.44466253,1,1,21.91,False
0.0146067964,0.0326617897,14960.7606159347,64984907.83675338,1,1,26.3,False
0.046190746,0.1032856481,29996.1673939143,74008950.37137593,1,1,23.8,False
0.2914439045,0.6516883822,76078.8389352204,74496871.09483743,1,1,19.8,False
0.0506471459,0.1132504611,72075.2166560444,35386232.02399024,1,1,23.6,False
0.02658,0.0594346868,58422.23910959,60407379.577021845,1,1,25.0,False
0.0160160338,0.0358129403,62536.4042080792,54927628.313615374,1,1,26.1,False
0.0752583992,0.1682828966,50559.6771773856,15613855.919975108,1,1,22.74,False
0.0608912622,0.1361570015,44516.1465191437,50054240.48102292,1,1,23.2,False
0.3503926411,0.7835017643,112847.0274435064,57413820.10351244,1,1,19.4,False
0.0211132445,0.0472106499,100155.7055905805,61735894.41212093,1,1,25.5,False
0.0066765941,0.0149293183,23823.9453013785,15601151.91925684,1,1,28.0,False
0.0555334912,0.1241766613,99562.9444457728,62017382.11761096,1,1,23.4,False
0.0101520787,0.0227007381,33547.5083515278,73492380.48894607,1,1,27.09,False
0.2210828104,0.4943561926,51403.3660763406,51218601.88752653,1,1,20.4,False
0.058150704,0.130028927,15204.1737762009,74493743.84112379,1,1,23.3,False
0.077366861,0.1729975604,86305.7700431492,37975460.423954464,1,1,22.68,False
1.2038017674,2.6917825833,133046.3719346965,41162297.51810413,1,1,16.72,False
0.1529519353,0.3420109247,56028.349712282,15720911.357141528,1,1,21.2,False
0.2901048414,0.648694146,51735.2970581564,64551696.92432428,1,1,19.81,False
0.0840533402,0.1879489824,44500.3909249295,5943272.604190519,1,1,22.5,False
0.0201629919,0.0450858206,77438.3751301619,66594998.251131326,1,1,25.6,False
0.0282198679,0.063101543,13498.8534219924,27401585.93082379,1,1,24.87,False
0.0110803882,0.0247765013,26073.4921204178,25533965.670479745,1,1,26.9,False
0.1272198785,0.2844722965,66407.700088597,54341255.60129012,1,1,21.6,False
0.0242412481,0.0542050786,46365.6080227043,12599891.311957492,1,1,25.2,False
0.0235806068,0.0527278398,47801.9373861226,55171696.93932464,1,1,25.26,False
0.1053307015,0.2355266087,48684.2351159394,4971000.532526181,1,1,22.01,False
0.1460679643,0.3266178974,33372.9764886079,23955823.721294105,1,1,21.3,False
0.2016299194,0.4508582062,46363.6706038582,16079974.564018318,1,1,20.6,True
0.0421264611,0.0941976306,11406.5278591424,21302307.08779672,1,1,24.0,False
0.022108281,0.0494356193,29508.0880031198,18556534.3005782,1,1,25.4,False
0.1925550782,0.4305662442,63373.1082969521,55982297.859850414,1,1,20.7,True
0.0530340723,0.1185877909,120182.3765775004,37534381.531231,1,1,23.5,False
0.3720103103,0.8318403423,27910.3160372703,54954526.01064137,1,1,19.27,False
0.4726666672,1.0569147985,21779.2371374489,34430501.527364135,1,1,18.75,False
0.1332155667,0.2978790628,112129.6197205732,35981824.81207849,1,1,21.5,True
0.0291443905,0.0651688382,65155.7768633035,43221038.96075217,1,1,24.8,False
0.0211132445,0.0472106499,71185.7053034395,74175941.04325426,1,1,25.5,False
0.2848098313,0.6368541435,33163.1060000277,29867634.29272641,1,1,19.85,True
0.6376097899,1.4257388333,133827.4635660173,42032406.57142295,1,1,18.1,False
0.022108281,0.0494356193,100298.5128221897,68579604.19541325,1,1,25.4,False
0.4212646106,0.9419763057,34256.8070521491,54327520.99092584,1,1,19.0,True
0.152249185,0.3404395273,52293.7645555338,29370658.29051553,1,1,21.21,False
0.0160160338,0.0358129403,23916.8971739045,21579337.6294686,1,1,26.1,False
0.0242412481,0.0542050786,50812.8535953281,30255334.615943056,1,1,25.2,False
0.046190746,0.1032856481,26268.0195159805,38480751.9284878,1,1,23.8,False
0.3503926411,0.7835017643,151863.9929102808,39915192.72187502,1,1,19.4,True
0.0342732254,0.0766372617,62409.9919700948,3110655.590594908,1,1,24.448,False
0.042320908,0.0946324271,16482.6518805355,24029088.814373206,1,1,23.99,False
0.3330849243,0.744800533,101298.6787353739,34576634.53117749,1,1,19.51,False
0.0110803882,0.0247765013,64684.5561047718,61657011.066315465,1,1,26.9,False
0.0504144434,0.1127301225,13535.5766895606,19763254.732926767,1,1,23.61,False
0.0921626549,0.2060819612,35747.5117421983,40587293.83998461,1,1,22.3,False
0.1108038821,0.2477650126,67808.5201389222,26355132.239770006,1,1,21.9,False
0.0104846751,0.0234444462,12140.5174157638,25033350.595362607,1,1,27.02,False
0.0504144434,0.1127301225,51826.241603376,30658526.576507125,1,1,23.61,False
0.0123752784,0.0276719637,18844.2421624111,20116621.35763247,1,1,26.66,False
0.0334622374,0.0748238376,18071.8386958462,10544027.0402638,1,1,24.5,False
0.0160160338,0.0358129403,23599.5721340951,1479265.281888499,1,1,26.1,False
0.2821986791,0.6310154296,84680.1376423542,65698601.441222064,1,1,19.87,False
0.0127219879,0.0284472297,87999.7453049279,61289404.26524383,1,1,26.6,False
0.0124324001,0.0277996916,24981.5100749068,47885301.35778826,1,1,26.65,False
0.3703010782,0.828018383,49599.545332927,32180404.10855513,1,1,19.28,False
0.0608912622,0.1361570015,62271.7614239188,70147408.09403381,1,1,23.2,False
0.0121494041,0.0271668934,61965.0217276837,64864520.79092469,1,1,26.7,False
0.0192555078,0.0430566244,65745.7832877793,63789045.41228665,1,1,25.7,False
0.0152951935,0.0342010925,77908.60257228,38034520.570966005,1,1,26.2,False
0.0291443905,0.0651688382,70649.6835152066,69051817.93539344,1,1,24.8,False
0.0350392641,0.0783501764,27783.4525823308,70351318.81711814,1,1,24.4,False
0.0231502122,0.0517654482,65790.083323255,71235598.21451719,1,1,25.3,False
0.0201629919,0.0450858206,36013.7805895177,52725871.3521267,1,1,25.6,False
0.0470494961,0.1052058716,44295.4640357744,44238980.06073309,1,1,23.76,False
0.0217047594,0.0485333175,52035.8694850051,52894299.36033998,1,1,25.44,False
0.3195618867,0.7145621017,97880.0282485729,52333510.4269485,1,1,19.6,False
0.0483676488,0.1081533507,13580.3484850545,54538841.50594829,1,1,23.7,False
0.1460679643,0.3266178974,59079.3534718787,50525504.45404606,1,1,21.3,False
1.7004151927,3.8022439609,80005.2943411555,65029777.15973631,1,1,15.97,False
0.777239702,1.7379608086,119736.9490546062,52882057.45248235,1,1,17.67,False
0.2170475943,0.4853331752,66011.1265848128,6955640.77959969,1,1,20.44,True
0.0319561887,0.0714562102,84045.7981663794,49543466.768066205,1,1,24.6,False
0.0350392641,0.0783501764,17001.9421577671,38540371.406975485,1,1,24.4,False
0.0483676488,0.1081533507,15486.9232518886,72968782.2741868,1,1,23.7,False
0.1214940408,0.2716689341,92472.1234111454,45707983.96096489,1,1,21.7,True
0.0242412481,0.0542050786,42256.5371508434,28266628.35860209,1,1,25.2,False
0.3771854893,0.8434123941,137771.7756194621,43432147.94438643,1,1,19.24,False
0.0350392641,0.0783501764,35292.3502120325,7054496.533114603,1,1,24.4,False
0.0334622374,0.0748238376,60306.4671228432,60745432.85512159,1,1,24.5,False
0.0167708462,0.0375007522,39958.3464512501,43723792.80669712,1,1,26.0,False
0.0756057762,0.1690596552,15541.7419682856,45145198.76367656,1,1,22.73,False
0.4330668855,0.9683669947,66297.7421612125,61344244.555538416,1,1,18.94,False
0.3346223745,0.7482383761,66322.0838297138,38076010.44814607,1,1,19.5,False
0.1997813652,0.4467247133,110483.6354848757,69988576.38526678,1,1,20.62,True
0.0608912622,0.1361570015,35634.7596952819,74677289.70144653,1,1,23.2,False
0.1332155667,0.2978790628,49493.9194757028,44656738.500537135,1,1,21.5,False
1.6693791177,3.7328451875,80496.0674642981,72419774.14313826,1,1,16.01,False
0.4683332331,1.0472249454,56851.0916587182,74582047.23016508,1,1,18.77,False
0.1058168859,0.2366137501,35397.084720392,16323354.351375377,1,1,22.0,True
0.0384197891,0.0859092601,110544.0171636344,66911016.60072814,1,1,24.2,False
0.0167708462,0.0375007522,69852.13083468,33086660.225925893,1,1,26.0,False
0.063760979,0.1425738833,39154.6145019294,7817927.898848548,1,1,23.1,False
0.0699125232,0.1563291544,35054.0757136458,30588286.65155516,1,1,22.9,False
0.1434019235,0.320656449,37287.0261945965,73558318.3681113,1,1,21.34,False
0.1756123185,0.3926810818,7653.6644742373,50333582.50426353,1,1,20.9,False
0.0350392641,0.0783501764,83453.3017639578,17189002.186773784,1,1,24.4,False
0.0055533491,0.0124176661,34833.9800358074,39108773.390931055,1,1,28.4,False
0.6033300776,1.3490870665,133457.2050488324,61162599.14167681,1,1,18.22,True
0.4411182,0.9863702813,55133.1598890989,46240308.69819445,1,1,18.9,False
0.0384197891,0.0859092601,60799.2836297537,57392944.5734618,1,1,24.2,False
0.0076657557,0.0171411509,52828.8434991043,31975288.46438668,1,1,27.7,False
0.1058168859,0.2366137501,51427.041484775,46578383.80262342,1,1,22.0,False
0.0183888672,0.0411187571,80306.2050494933,63859304.156650655,1,1,25.8,False
0.1272198785,0.2844722965,33140.293764471,56942295.77035636,1,1,21.6,False
0.3669061375,0.8204270649,56922.3685551402,62122084.42516162,1,1,19.3,True
0.0152951935,0.0342010925,61179.9854014199,69564926.58686489,1,1,26.2,False
0.063760979,0.1425738833,70890.8140281456,58752888.54474748,1,1,23.1,False
0.5327886649,1.1913516723,42003.850001661,8433665.012518456,1,1,18.49,True
0.0334622374,0.0748238376,18668.6580726369,48039113.74386127,1,1,24.5,False
0.0384197891,0.0859092601,78329.3186201141,58571928.8426426,1,1,24.2,False
0.0126635356,0.0283165265,37489.0280412571,11390657.575553771,1,1,26.61,False
0.4212646106,0.9419763057,44823.9814239287,22193108.48857437,1,1,19.0,True
0.022108281,0.0494356193,56514.823369542,685972.535725984,1,1,25.4,False
0.0483676488,0.1081533507,51121.4320689682,1444885.746590189,1,1,23.7,False
0.0608912622,0.1361570015,43013.3421656707,19091939.36266956,1,1,23.2,False
0.0394961694,0.0883161196,51597.0392376204,31698131.4526755,1,1,24.14,False
0.3602093458,0.8054525833,78427.9466073868,28365959.219992343,1,1,19.34,True
0.0840533402,0.1879489824,13835.8591187084,8192858.712439647,1,1,22.5,False
0.1925550782,0.4305662442,80936.9861784502,63577976.41616304,1,1,20.7,False
0.0231502122,0.0517654482,25062.3129372437,20356412.202329505,1,1,25.3,False
0.0092162655,0.0206081961,37963.1032918157,21755891.764060702,1,1,27.3,False
0.0319561887,0.0714562102,46775.7498237919,63785501.36394741,1,1,24.6,False
0.5064714588,1.1325046106,52454.6595601877,12570583.563326215,1,1,18.6,True
0.0506471459,0.1132504611,24922.5392058944,5324418.185065338,1,1,23.6,False
0.0350392641,0.0783501764,73260.408550266,4732553.690053012,1,1,24.4,False
0.0080270317,0.0179489885,30095.156296977,70965188.8895313,1,1,27.6,False
0.1864468183,0.41690776,103544.2383682039,68313610.05708317,1,1,20.77,False
0.2424124811,0.5420507863,69077.330155606,21924788.85135516,1,1,20.2,False
0.1108038821,0.2477650126,52626.0986687801,51315661.03046189,1,1,21.9,False
0.3051792326,0.6824015094,83671.4148636614,32023304.59352484,1,1,19.7,False
0.2914439045,0.6516883822,43334.5932126205,47765944.66728919,1,1,19.8,True
0.4212646106,0.9419763057,60832.7699090962,34550248.51870604,1,1,19.0,True
0.1677084622,0.3750075218,156114.5330936358,68683828.46297033,1,1,21.0,True
0.0160160338,0.0358129403,75506.6090178533,38455545.40546258,1,1,26.1,False
0.0201629919,0.0450858206,81260.0458939764,48230261.6892242,1,1,25.6,False
0.5064714588,1.1325046106,66844.5531370981,42341792.45457395,1,1,18.6,False
0.0058150704,0.0130028927,25899.725947536,69018606.63978153,1,1,28.3,False
0.058150704,0.130028927,23914.1697825787,68391195.34217064,1,1,23.3,False
0.0058150704,0.0130028927,23696.2016706833,48466637.0200719,1,1,28.3,False
0.7320739893,1.6369672047,99032.4433316671,74453665.47968633,1,1,17.8,False
0.2072788434,0.4634895841,51018.3553394516,31376842.680359863,1,1,20.54,False
0.1272198785,0.2844722965,38937.707826854,70658980.94385228,1,1,21.6,False
0.0127219879,0.0284472297,56267.9653656226,24685381.850760967,1,1,26.6,False
0.1272198785,0.2844722965,48133.4605288013,44958611.78809376,1,1,21.6,False
0.04411182,0.0986370281,36476.2570030434,41342246.5220395,1,1,23.9,False
0.1332155667,0.2978790628,90237.9352044953,54389118.781566,1,1,21.5,True
0.022108281,0.0494356193,36111.7121033563,14563402.236193905,1,1,25.4,False
0.063760979,0.1425738833,56197.2138698801,57386956.305363774,1,1,23.1,False
0.3065878759,0.6855513317,561.6956015975,51559711.91386377,1,1,19.69,False
0.57089334,1.2765563162,56598.9990898457,70930613.47078201,1,1,18.34,False
0.0073207399,0.016369672,19467.6574182637,45027525.0342552,1,1,27.8,False
0.0766575574,0.1714115092,10824.8191198714,45014932.09499562,1,1,22.7,False
0.0183888672,0.0411187571,106368.2699649214,69322730.47769444,1,1,25.8,False
0.0384197891,0.0859092601,82671.9982994358,42783019.374389775,1,1,24.2,False
0.058150704,0.130028927,64395.8555129845,29960806.35940663,1,1,23.3,False
0.1638909515,0.3664713084,29502.9187235166,20071944.05847548,1,1,21.05,True
0.1015207872,0.2270073813,46831.89751762,59244591.02756362,1,1,22.09,False
0.4212646106,0.9419763057,66214.7975494001,25137646.08646561,1,1,19.0,False
0.3151773333,0.7047579421,65912.6997963929,71240613.91694276,1,1,19.63,False
0.0160160338,0.0358129403,70537.2314130839,1089185.410072276,1,1,26.1,False
0.0699125232,0.1563291544,41623.6550054609,28714889.115948945,1,1,22.9,False
0.0278326768,0.0622357573,34416.4270171404,46908398.61869616,1,1,24.9,False
0.0242412481,0.0542050786,65248.582105076,42794926.97588732,1,1,25.2,False
0.2111324448,0.4721064988,34090.9049641129,12774877.49631434,1,1,20.5,True
0.1529519353,0.3420109247,27824.8613223905,24607120.622657686,1,1,21.2,False
0.0211132445,0.0472106499,72454.6416333935,50935660.853689246,1,1,25.5,False
0.02658,0.0594346868,32553.4066178646,7242829.570156685,1,1,25.0,False
0.0160160338,0.0358129403,60569.7492786365,47908661.69349982,1,1,26.1,False
0.040230458,0.0899580388,36546.3699329308,46269826.84127009,1,1,24.1,False
0.3841978911,0.8590926012,120956.8487126904,51283604.211532354,1,1,19.2,False
0.0350392641,0.0783501764,29024.8989151267,8907304.95875208,1,1,24.4,False
0.1925550782,0.4305662442,53704.5518019755,21708723.301333323,1,1,20.7,True
0.2424124811,0.5420507863,83910.8907601272,62852200.659402095,1,1,20.2,False
0.0063760979,0.0142573883,66337.2698773633,54226402.91370228,1,1,28.1,False
0.0096062741,0.021480282,49648.7274906298,55740973.45746844,1,1,27.21,False
0.0802703167,0.1794898848,12780.8910080616,38723696.35612358,1,1,22.6,False
0.0305179233,0.0682401509,24725.0832087425,5990107.942380982,1,1,24.7,False
0.0350392641,0.0783501764,74783.5386962782,10729986.108706852,1,1,24.4,False
0.0366906138,0.0820427065,43061.6780814341,16468227.187611211,1,1,24.3,False
0.2503542548,0.5598091321,62384.0613627823,45151469.89142717,1,1,20.13,False
0.096506147,0.2157943048,55565.5145581912,66807059.85904197,1,1,22.2,False
0.0705594158,0.1577756503,83423.2340713165,68345482.73599453,1,1,22.88,False
0.3618719966,0.8091703835,53362.0015378088,24843556.75007976,1,1,19.33,False
0.3986162293,0.8913329856,68358.707404943,24085038.761828307,1,1,19.12,False
0.2111324448,0.4721064988,48352.8289485992,67602915.06711972,1,1,20.5,False
0.0202560601,0.0452939273,33767.3505819191,37694892.5658475,1,1,25.59,False
0.7525839925,1.682828966,59416.8916294134,52832993.330425695,1,1,17.74,True
0.022108281,0.0494356193,52818.5922470737,56464939.633514486,1,1,25.4,False
0.2783267681,0.6223575734,102479.6444562724,72022984.9564504,1,1,19.9,False
0.0766575574,0.1714115092,3739.1552171879,74398703.76080067,1,1,22.7,False
0.1214940408,0.2716689341,66928.0645474866,43019442.11280249,1,1,21.7,True
0.1732028271,0.3872932954,55395.4291212654,47450012.78526123,1,1,20.93,True
0.0175612318,0.0392681082,131071.824204872,73269757.45093088,1,1,25.9,False
0.0121494041,0.0271668934,24193.9553921075,63042264.69339795,1,1,26.7,False
0.0802703167,0.1794898848,1807.005907891,45751723.5956325,1,1,22.6,False
0.0483676488,0.1081533507,22673.6152504382,46789461.8194986,1,1,23.7,False
1.0246014747,2.2910785472,65140.391503003,73697546.4727978,1,1,17.07,False
0.160160338,0.358129403,76064.2152721362,67530386.63883185,1,1,21.1,True
0.2914439045,0.6516883822,22540.5462255954,64320025.93785532,1,1,19.8,False
0.5527833794,1.2360612132,134187.3396517756,66839070.96086244,1,1,18.41,False
0.0667659413,0.1492931834,49307.4488104409,23527241.27720408,1,1,23.0,False
0.6376097899,1.4257388333,3201.2124980456,53942924.61407468,1,1,18.1,False
0.2538370294,0.5675968529,18529.9112422602,15763627.996694723,1,1,20.1,False
0.4619074603,1.0328564805,115876.7281911996,6266926.219635115,1,1,18.8,True
0.0167708462,0.0375007522,19285.3108708033,5113111.178730551,1,1,26.0,False
0.0201629919,0.0450858206,74029.4861762506,61162586.47073723,1,1,25.6,False
0.1203801767,0.2691782583,43663.2891238681,33828210.09073238,1,1,21.72,False
0.1289896833,0.2884297004,16503.5029762426,59968638.03133884,1,1,21.57,True
0.1272198785,0.2844722965,84943.2097836076,73758971.52277744,1,1,21.6,False
0.0133215567,0.0297879063,20607.3448032605,70361757.96592376,1,1,26.5,False
0.1289896833,0.2884297004,16503.5017286031,59968638.03133884,1,1,21.57,True
0.0066765941,0.0149293183,33789.6639626547,489521.689946648,1,1,28.0,False
0.1058168859,0.2366137501,86080.6499466989,47918394.12700777,1,1,22.0,True
0.0880146521,0.1968067451,53091.7451655775,43186311.86472249,1,1,22.4,False
0.2914439045,0.6516883822,101157.1368655388,24040598.50049633,1,1,19.8,False
0.1010543415,0.2259643771,70846.042710011,12411343.990926422,1,1,22.1,False
0.2914439045,0.6516883822,104244.5741119445,51558544.94575927,1,1,19.8,True
0.3346223745,0.7482383761,47534.3550019998,54332267.91085839,1,1,19.5,False
0.3503926411,0.7835017643,54377.0003098066,25209012.82745377,1,1,19.4,False
0.0069912523,0.0156329154,69973.519894708,43361103.4970494,1,1,27.9,False
0.0770113926,0.1722027088,52186.4134968294,26946606.76305481,1,1,22.69,False
0.008405334,0.0187948982,61442.756649184,61161654.3862484,1,1,27.5,False
0.0394961694,0.0883161196,78605.537139194,72405058.41010338,1,1,24.14,False
0.0053034072,0.0118587791,23872.4778969725,18941762.1599582,1,1,28.5,False
0.2251930467,0.5035469604,40274.3528903794,25285285.735307094,1,1,20.36,True
0.7525839925,1.682828966,94617.7614389646,37550436.92815152,1,1,17.74,False
0.0192555078,0.0430566244,20851.1088837106,7560767.380103895,1,1,25.7,False
0.063760979,0.1425738833,50457.8729480072,53362636.3014387,1,1,23.1,False
0.0211132445,0.0472106499,45918.8582151967,3231571.3003364,1,1,25.5,False
0.0104365024,0.0233367288,17977.4304177413,5131826.889533067,1,1,27.03,False
0.1460679643,0.3266178974,42981.402001909,58465182.489635386,1,1,21.3,True
0.1557955241,0.3483693825,68117.5490899691,30655679.16056912,1,1,21.16,True
0.5630603897,1.2590413069,57101.5578743395,55869347.77293303,1,1,18.37,False
0.2538370294,0.5675968529,42876.8584347812,22143478.7968104,1,1,20.1,True
0.0568270323,0.1270691073,27414.0047346425,17052345.280518133,1,1,23.35,False
0.0305179233,0.0682401509,20458.6966555812,53047940.875725865,1,1,24.7,False
0.0421264611,0.0941976306,34666.0907243864,32368936.48475899,1,1,24.0,False
0.0189040552,0.0422707525,43156.2518852238,10427799.638009384,1,1,25.74,False
0.0722029558,0.1614507173,56361.1844295641,30128137.06724346,1,1,22.83,False
0.0319561887,0.0714562102,78920.6288891051,68959151.25519744,1,1,24.6,False
0.0152951935,0.0342010925,32604.7388153138,28609336.942898795,1,1,26.2,False
0.1010543415,0.2259643771,38439.6109195104,49775372.623191066,1,1,22.1,False
0.0155795524,0.0348369383,71970.0395168455,62405337.59495466,1,1,26.16,False
0.5815070396,1.30028927,78427.5530735905,55957358.5335808,1,1,18.3,False
0.0051826869,0.0115888403,16929.6642955281,15199002.745605396,1,1,28.55,False
0.4836764882,1.0815335068,47176.8998734681,14383238.15540083,1,1,18.7,True
0.2424124811,0.5420507863,33427.9991585141,36663145.97603151,1,1,20.2,False
0.2016299194,0.4508582062,108743.7754493993,71627757.76600258,1,1,20.6,False
0.0278326768,0.0622357573,28503.1290354938,74466804.66060844,1,1,24.9,False
0.0018388867,0.0041118757,63343.8016171625,422611.035671961,1,1,30.8,False
0.1237527837,0.2767196367,100139.4071209865,13524644.02413058,1,1,21.66,True
0.0038954262,0.0087104377,54439.651442938,44044988.48425826,1,1,29.17,False
0.1010543415,0.2259643771,97828.8607354864,55402648.97339017,1,1,22.1,False
0.0840533402,0.1879489824,13796.4454108502,35172310.52560104,1,1,22.5,False
0.1756123185,0.3926810818,55059.8569895948,69573365.71686713,1,1,20.9,False
0.0732073989,0.1636967205,40320.3869567734,17337879.90758739,1,1,22.8,False
0.0088014652,0.0196806745,31468.7871132649,15666697.37328948,1,1,27.4,False
0.0201629919,0.0450858206,9826.1541247914,11163708.1372186,1,1,25.6,False
0.0278326768,0.0622357573,23991.5749689965,67171774.51441246,1,1,24.9,False
0.0848310762,0.189688053,13796.4452233646,35172310.52560104,1,1,22.48,False
0.6376097899,1.4257388333,46390.3573846874,24851458.345015503,1,1,18.1,False
0.0222103282,0.0496638037,48864.7095102626,61476149.844488405,1,1,25.39,False
0.1677084622,0.3750075218,46528.2228776418,32707874.39490319,1,1,21.0,False
1.8991312347,4.246586539,114495.9023540405,62391748.70787555,1,1,15.73,False
0.0319561887,0.0714562102,34313.2074250771,33720613.28879401,1,1,24.6,False
0.0766575574,0.1714115092,102327.4403648496,42846538.09143945,1,1,22.7,False
0.2412986969,0.5395602892,92258.7093314348,44080981.58218239,1,1,20.21,False
0.0732073989,0.1636967205,33984.0505170256,53718178.21381228,1,1,22.8,False
0.0107288945,0.0239905375,76485.0527654224,68763569.36360578,1,1,26.97,False
1.0293308202,2.3016536853,58078.5180255914,70818526.98244856,1,1,17.06,True
1.6313794097,3.6478752572,22768.7229712901,37229350.81607037,1,1,16.06,False
0.0384197891,0.0859092601,37503.0031395805,56687497.76101389,1,1,24.2,False
0.0163137941,0.0364787526,35607.8569039003,4595618.427040653,1,1,26.06,False
0.1394938229,0.3119176705,83272.0474197252,52006685.24690119,1,1,21.4,False
0.0035039264,0.0078350176,29772.8853239453,72126438.36114317,1,1,29.4,False
0.022108281,0.0494356193,65149.9699868082,59257016.98568072,1,1,25.4,False
0.0201629919,0.0450858206,104569.3873381248,72752804.98690827,1,1,25.6,False
0.0291443905,0.0651688382,21343.2856843243,6222230.385302031,1,1,24.8,False
0.0132603497,0.0296510433,112811.4399818092,74192580.6647365,1,1,26.51,False
0.0983003302,0.2198062205,47599.651732941,71562304.38945892,1,1,22.16,False
0.233644185,0.5224442801,60263.1313646216,28053091.73065304,1,1,20.28,True
0.2210828104,0.4943561926,12605.0864174991,32972091.789250843,1,1,20.4,False
0.0133215567,0.0297879063,104890.6002799721,73942324.29712935,1,1,26.5,False
0.1550797087,0.3467687706,74688.6952595999,65688404.32681032,1,1,21.17,False
0.0048367649,0.0108153351,31766.1647989024,70164046.09985904,1,1,28.7,False
0.0136318556,0.0304817558,69004.7932825159,69818463.77039921,1,1,26.45,False
0.4310771239,0.9639177525,59912.3557115266,50570327.28201099,1,1,18.95,True
0.1133848361,0.2535362011,26366.8144414912,31470690.405819938,1,1,21.85,False
0.040230458,0.0899580388,18994.0049788644,72228163.70100042,1,1,24.1,False
0.1838886721,0.411187571,65163.3508711577,47313596.88117416,1,1,20.8,False
0.0146067964,0.0326617897,56382.8404280972,1205048.317116435,1,1,26.3,False
0.3841978911,0.8590926012,123876.0466224253,62975276.03879384,1,1,19.2,True
0.2140695897,0.4786741544,65110.2164266788,63114835.18860686,1,1,20.47,False
0.1529519353,0.3420109247,108539.8169661256,60227886.382836565,1,1,21.2,False
0.0054020049,0.0120792502,91568.5276980535,73000069.6215122,1,1,28.46,False
1.7805532918,3.9814381981,73232.0125585049,65858851.876349024,1,1,15.87,False
0.4023045798,0.8995803882,105025.3667435088,28024374.399935298,1,1,19.1,True
0.046190746,0.1032856481,14886.7428413755,32851139.00915717,1,1,23.8,False
0.040230458,0.0899580388,20753.2392820034,48362720.13125829,1,1,24.1,False
0.0055533491,0.0124176661,49846.9448612347,42102374.99120065,1,1,28.4,False
0.0121494041,0.0271668934,10888.8444826886,50794164.3516206,1,1,26.7,False
0.7595475664,1.6983999907,83054.9338060529,52011064.64974649,1,1,17.72,False
0.2550086879,0.5702167609,53042.2670310206,35984675.7884458,1,1,20.09,True
0.3602093458,0.8054525833,46403.2164599622,48614670.006592974,1,1,19.34,False
0.022108281,0.0494356193,42291.0291181259,797402.304369924,1,1,25.4,False
0.1677084622,0.3750075218,60829.0122944635,18420713.79601372,1,1,21.0,True
0.096506147,0.2157943048,33501.2571316599,40045531.377051,1,1,22.2,False
0.0040230458,0.0089958039,36631.5214587376,19784903.8186034,1,1,29.1,False
0.3602093458,0.8054525833,46403.2167180919,48614670.03651256,1,1,19.34,False
0.1756123185,0.3926810818,10879.3394812947,20647774.04042993,1,1,20.9,False
0.1460679643,0.3266178974,35990.5652895118,61480277.354440205,1,1,21.3,False
0.0101054342,0.0225964377,75332.2952199938,36877762.50612473,1,1,27.1,False
0.0749126183,0.1675097069,41224.7519567597,37767992.532797694,1,1,22.75,False
0.7844314124,1.7540419619,65822.1328450436,9859715.459768852,1,1,17.65,False
0.0483676488,0.1081533507,14534.1915984,1969170.002221495,1,1,23.7,False
0.0973991073,0.217791025,87265.1693705234,63516781.31306935,1,1,22.18,False
